BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201104,27,2145,201104,27,2158,50924,306314,GEORGIA,13,2011,April,Tornado,C,285,TROUP,FFC,27-APR-11 21:45:00,EST-5,27-APR-11 21:58:00,0,0,0,0,250.00K,0.00K,NWS Storm Survey,,,,,EF0,6.54,100.0,FFC,GA,149.0,HEARD,0.75,NW,BUENA VISTA,2.01,NW,HARRISONVILLE,33.1386,-85.0878,33.2016,-85.0034,"A highly diffluent, deep upper trough, centered across Texas, took on a negative tilt and began to rotate northeast during this period.  A strong maritime-Pacific (mP) cold front accompanied the upper trough through the mid-south into the southeast from the early morning hours of the 27th to the early morning hours of the 28th.  An intense low-level jet with winds in excess of 70 knots was noted in advance of this system and tracked across the mid-south early on the 27th, across north Alabama and north Georgia into the early morning hours of the 28th.  West-southwest winds aloft were highly diffluent and near 200 mph across this same region.  The strong low-level jet brought unseasonably, warm, moist Gulf air northward in advance of the mP cold front.  Dewpoints in the 70s and maximum temperatures in the 80s combined with the extremely strong low-level and upper jets to create an almost perfect environment for severe thunderstorms and large devastating tornadoes.  Indeed, the tornado outbreak that affected much of the eastern U.S., but particularly the south central and southeastern U.S. during this period, was unprecedented and likely the largest recorded in U.S. history.  The tornado outbreak that accompanied this combination of weather features has been termed the 2011 Super Outbreak, an outbreak even worse than the 1994 and 1974 super tornado outbreaks across the eastern U.S.  The outbreak affected the South Central, Southeast, Midwest, and even the usually less tornado prone Northeastern United States.  Over 330 tornadoes were reported during this outbreak which began on April 25th and continued into the 28th affecting 21 states from Texas to New York.  Even isolated tornadoes were noted in Canada.  Nearly 350 people died from these tornadoes, of which over 230 of these were in Alabama alone.  Four tornadoes on April 27th in Alabama and Mississippi were ranked EF5, the highest tornado damage rating on the Enhanced Fujita Scale.  On average, there is only one EF5 tornado per year in the entire U.S.||Widespread and destructive tornadoes occurred on each day of the outbreak, but April 27th was clearly one of the most prolific and destructive tornado days in U.S. history, probably only surpassed by the Tri-State outbreak of 1925 and the Tupelo-Gainesville outbreak of 1936.  The 24-hour period from 8 am April 27th to 8 a.m. April 28th is listed by the National Oceanic and Atmospheric Administration (NOAA) as the fourth deadliest tornado outbreak in U.S. history, with the 24 hours commencing April 28th at 8 a.m. as the fifth deadliest tornado day in U.S. history.  It has also been determined to be the costliest tornado outbreaks and one of the costliest natural disasters in the U.S., even after adjustments for inflation, with total damages estimated to exceed $10 billion. ||Georgia was heavily impacted by this tornado outbreak, especially the northwest part of the state which bore the brunt of the massive supercell thunderstorms producing killer tornadoes that tracked east-northeast from northern Alabama during the late evening.  All together, there were 15 tornadoes affecting 28 counties within the Peachtree City, Georgia 96-county warning area (CWA) of North and Central Georgia.  All of these occurred within a 24-hour period commencing at 8 am April 27th.  One of these tornadoes was rated an EF4, the first EF4 tornado in Georgia since the Palm Sunday outbreak in 1994.  In addition, there were also four EF3 tornadoes.  Fifteen tornado-related deaths were observed in north and central Georgia, the most tornado-related deaths within the Peachtree City, Georgia forecast area since its inception in 1994.  The previous highest tornado-related death total was 12 on March 20, 1998, when a tornado struck Gainesville, Georgia.||Finally, it should be noted that while the most significant period of severe weather during this outbreak for Georgia was from the afternoon of the 27th through the early morning hours of the 28th, there was an initial round of severe weather across northwest Georgia early on the 27th as a decaying line of severe thunderstorms moved into the region from northeast Alabama.  Widespread wind damage and even a few brief weaker tornadoes accompanied this system into the northwest counties of the state.","A damage survey conducted by the National Weather Service Forecast Office in Peachtree City, Georgia confirmed that yet an eighth tornado had touched down within the Peachtree City, Georgia county warning area, this time in northern Troup county.  An EF0 tornado touched down approximately three miles west of Hillcrest in northern Troup county and then tracked 17 miles on a northeastward track across extreme southeast Heard and into southwest Coweta counties before lifting.  The tornado strengthened to an EF2 rating through much of Heard and again toward the end of the path in Coweta county.  Within Troup county, the path length was about 6.5 miles.  The maximum path width was 100 yards with maximum winds estimated to be 90 mph.  The tornado tracked mostly through a Georiga Department of Natural Resources Wildlife area, and as such damage within northern Troup county from this tornado was confined mainly to thousands of downed trees, as well as some power lines.  No significant damage to structures and no fatalities or injuries were reported from this tornado within Troup county.||[04/27-04/28/11: Tornado #8, County #1-3, EF1, Troup-Heard-Coweta, 2011:017].",CSV
201104,27,2139,201104,27,2150,50924,306309,GEORGIA,13,2011,April,Tornado,C,311,WHITE,FFC,27-APR-11 21:39:00,EST-5,27-APR-11 21:50:00,0,0,0,0,100.00K,0.00K,NWS Storm Survey,,,,,EF2,12.16,440.0,GSP,GA,137.0,HABERSHAM,7.4,W,CLEVELAND WHITE ARPT,5.89,NE,CLEVELAND WHITE ARPT,34.709,-83.8596,34.7887,-83.6687,"A highly diffluent, deep upper trough, centered across Texas, took on a negative tilt and began to rotate northeast during this period.  A strong maritime-Pacific (mP) cold front accompanied the upper trough through the mid-south into the southeast from the early morning hours of the 27th to the early morning hours of the 28th.  An intense low-level jet with winds in excess of 70 knots was noted in advance of this system and tracked across the mid-south early on the 27th, across north Alabama and north Georgia into the early morning hours of the 28th.  West-southwest winds aloft were highly diffluent and near 200 mph across this same region.  The strong low-level jet brought unseasonably, warm, moist Gulf air northward in advance of the mP cold front.  Dewpoints in the 70s and maximum temperatures in the 80s combined with the extremely strong low-level and upper jets to create an almost perfect environment for severe thunderstorms and large devastating tornadoes.  Indeed, the tornado outbreak that affected much of the eastern U.S., but particularly the south central and southeastern U.S. during this period, was unprecedented and likely the largest recorded in U.S. history.  The tornado outbreak that accompanied this combination of weather features has been termed the 2011 Super Outbreak, an outbreak even worse than the 1994 and 1974 super tornado outbreaks across the eastern U.S.  The outbreak affected the South Central, Southeast, Midwest, and even the usually less tornado prone Northeastern United States.  Over 330 tornadoes were reported during this outbreak which began on April 25th and continued into the 28th affecting 21 states from Texas to New York.  Even isolated tornadoes were noted in Canada.  Nearly 350 people died from these tornadoes, of which over 230 of these were in Alabama alone.  Four tornadoes on April 27th in Alabama and Mississippi were ranked EF5, the highest tornado damage rating on the Enhanced Fujita Scale.  On average, there is only one EF5 tornado per year in the entire U.S.||Widespread and destructive tornadoes occurred on each day of the outbreak, but April 27th was clearly one of the most prolific and destructive tornado days in U.S. history, probably only surpassed by the Tri-State outbreak of 1925 and the Tupelo-Gainesville outbreak of 1936.  The 24-hour period from 8 am April 27th to 8 a.m. April 28th is listed by the National Oceanic and Atmospheric Administration (NOAA) as the fourth deadliest tornado outbreak in U.S. history, with the 24 hours commencing April 28th at 8 a.m. as the fifth deadliest tornado day in U.S. history.  It has also been determined to be the costliest tornado outbreaks and one of the costliest natural disasters in the U.S., even after adjustments for inflation, with total damages estimated to exceed $10 billion. ||Georgia was heavily impacted by this tornado outbreak, especially the northwest part of the state which bore the brunt of the massive supercell thunderstorms producing killer tornadoes that tracked east-northeast from northern Alabama during the late evening.  All together, there were 15 tornadoes affecting 28 counties within the Peachtree City, Georgia 96-county warning area (CWA) of North and Central Georgia.  All of these occurred within a 24-hour period commencing at 8 am April 27th.  One of these tornadoes was rated an EF4, the first EF4 tornado in Georgia since the Palm Sunday outbreak in 1994.  In addition, there were also four EF3 tornadoes.  Fifteen tornado-related deaths were observed in north and central Georgia, the most tornado-related deaths within the Peachtree City, Georgia forecast area since its inception in 1994.  The previous highest tornado-related death total was 12 on March 20, 1998, when a tornado struck Gainesville, Georgia.||Finally, it should be noted that while the most significant period of severe weather during this outbreak for Georgia was from the afternoon of the 27th through the early morning hours of the 28th, there was an initial round of severe weather across northwest Georgia early on the 27th as a decaying line of severe thunderstorms moved into the region from northeast Alabama.  Widespread wind damage and even a few brief weaker tornadoes accompanied this system into the northwest counties of the state.","An aerial survey conducted by the National Weather Service Forecast Office in Peachtree City confirmed that the EF2 tornado that originally touched down in northeast Lumpkin county, just west of Turners Corner, continued acros northern White county and then crossed into extreme northern Habersham county and then into Rabun county before finally lifting.  Within the Peachtree City, Georgia county warning area of Lumpkin and White county, this tornado tracked approximately 17.5 miles total, with about 12.1 miles of this within White county.  It should be noted that this tornado was spawned by the same supercell thunderstorm that had earlier spawned several tornadoes across Alabama and already two in northwest and north central Georgia, including Polk, Floyd, Bartow, and Pickens counties.  The tornado tracked in White county from near Whitley Gap Shelter to just north of Anna Ruby Falls.  Much of the tornado track was within the Chattahoochee National Forest, where thousands of trees were destroyed by the tornado.  Two homes suffered major damage and an additional six others sustained minor damages from the tornado.  No injuries and no fatalities were reported from the tornado within White county.||[04/27-04/28/11: Tornado #7, County #2-2, EF2, Lumpkin-White, 2011:016].",CSV
201106,29,1809,201106,29,1809,54932,330168,MONTANA,30,2011,June,Tornado,C,105,VALLEY,GGW,29-JUN-11 18:09:00,MST-7,29-JUN-11 18:09:00,0,0,0,0,0.00K,0.00K,NWS Employee,,,,,EF0,0.01,1.0,,,,,35.0,WSW,GLASGOW,35.0,WSW,GLASGOW,48.0062,-107.3308,48.0062,-107.3308,"Unstable southwest flow aloft set the stage for thunderstorm development. Some of these storms turned severe, occurring mainly in Phillips and Valley counties.","Tornado briefly touched down in open country.  Very brief dust cloud at the surface was observed with no damage.  The funnel cloud and very weak landspout were observed by numerous NWS Glasgow employees.  No wall cloud was present at the time of the event, but one did form after the funnel dissipated.",CSV
201102,27,2303,201102,27,2304,48539,285450,MISSOURI,29,2011,February,Tornado,C,189,ST. LOUIS,LSX,27-FEB-11 23:03:00,CST-6,27-FEB-11 23:04:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,0.15,50.0,,,,,1.15,SW,CENTAUR,1.0,SW,CENTAUR,38.6191,-90.7161,38.6205,-90.7139,"A quasi-stationary frontal boundary was the main focusing mechanism for a round of significant severe weather over the forecast area.  A strong shortwave moved along the boundary triggering widespread showers and thunderstorms.  Numerous reports of large hail, damaging winds and 22 tornadoes occurred with this system.",A tornado touched down just northwest of the intersection of Wild Horse Creek Road and Babler Forest Road.  Damage to the trees in this area was rated EF1.  The tornado then crossed Wild Horse Creek Road and lifted just southeast of the intersection of Wild Horse Creek Road and Puellman Road.  Path length was 0.15 miles and maximum width of damage was 50 yards.,CSV
201112,20,825,201112,20,826,59930,357900,LOUISIANA,22,2011,December,Tornado,C,19,CALCASIEU,LCH,20-DEC-11 08:25:00,CST-6,20-DEC-11 08:26:00,0,0,0,0,500.00K,0.00K,NWS Storm Survey,,,,,EF1,0.75,10.0,,,,,0.7,W,DE QUINCY,0.43,NNW,DE QUINCY,30.4493,-93.4417,30.4561,-93.4318,A tornado occurred during the morning hours of the 20th and affected the DeQuincy hospital.,"Damage from the tornado stretched from a quarter of a mile SW of the DeQuincy Memorial Hospital to half a mile NE of the hospital. A portion of the roof was blown off of the hospital with 3 cars in the parking lot damaged from falling debris, however most other damage along the path consisted of downed trees and power lines.",CSV
201112,22,1703,201112,22,1705,59777,357513,GEORGIA,13,2011,December,Tornado,C,115,FLOYD,FFC,22-DEC-11 17:03:00,EST-5,22-DEC-11 17:05:00,0,0,0,0,2.00K,0.00K,NWS Storm Survey,,,,,EF0,0.42,440.0,FFC,GA,15.0,BARTOW,3.18,E,PINSON,3.49,ENE,PINSON,34.3753,-85.0146,34.38,-85.01,"A deep trough, quite characteristic of the early winter season of 2011-2012, was anchored across the southwest U.S. with broad southwest flow aloft evident from the southwest U.S. toward the mid-Atlantic.  A summer-like Bermuda high pressure area was anchored off the southeast U.S. coast.  A stationary front extended across the lower Mississippi valley toward the mid-Atlantic with a cold front approaching from the west of this region from Texas toward the Great lakes.  The air mass across the region in advance of the stationary front was extremely moist, warm, and unstable for mid-December.  As an embedded strong short wave traversed the region in the southwest flow aloft, a period of strong shear and marginal instability translated across the region during the late afternoon and early evening.  These synoptic features supported a strong to severe quasi-linear convective system, or squall line, which moved across the state from west to east during the late afternoon and evening.  The line of thunderstorms spawned a half-a-dozen tornadoes causing extensive damage across several counties from west central into northwest and north central Georgia.  As the line moved east past Atlanta, it weakened considerably and no further severe weather was observed across east Georgia.  The six tornadoes occurring on this date tied the record for the most tornadoes ever occurring during December within the Peachtree City, Georgia county warning area in December, namely six in 2005.","A damage survey conducted by the National Weather Service Forecast Office in Peachtree City confirmed a second tornado touchdown in extreme northeast Floyd county, northeast of Pinson, just north of Georgia Highway 140.  Within Floyd county the tornado remained at an EF0 intensity with a path width of 440 yards or 1/4 mile.  The tornado quickly moved into extreme northwest Bartow county, and then into Gordon county where it eventually intensified to an EF3 causing considerable damage.  This tornado was also determined to have begun from the same circulation that was earlier responsible for an EF2 tornado just west to just north of Rome, which caused significant damage to at least 20 homes in that area.  Damage with this EF0 tornado in extreme northeast Floyd county was confined to several trees.  No structural damage was observed.||[12/22/11:  Tornado #2, County #1-3, EF3, Floyd-Bartow-Gordon, 2011:028].",CSV
201102,24,2310,201102,24,2311,47249,283920,ALABAMA,1,2011,February,Tornado,C,43,CULLMAN,HUN,24-FEB-11 23:10:00,CST-6,24-FEB-11 23:11:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,0.24,20.0,,,,,1.52,E,BATTLEGROUND,1.75,E,BATTLEGROUND,34.3015,-86.9734,34.3029,-86.9695,"An intense fast moving squall line tracked east at 50 to 60 mph across north Alabama.  Ahead of the line, southerly winds accelerated to 30 to 40 mph with a few gusts around 60 mph.  The winds knocked some trees and power lines down.||The QLCS produced several reports of wind damage mainly to trees and powerlines, causing sporadic power outages.  A poorly fastened, but large chicken barn was destroyed near Battleground in northwest Cullman County.",An EF-0 tornado with maximum winds of 75 mph and a path width of 20 yards tracked about one quarter mile on a farm just east of battleground. The tornado first snapped and twisted four tall hardwood trees before advancing northeast and destroying a large but unoccupied chicken  barn. Metal and wood debris was shredded and twisted amongst nearby trees and damaged the adjacent home and a mobile home.,CSV
201102,27,2305,201102,27,2306,48539,285452,MISSOURI,29,2011,February,Tornado,C,189,ST. LOUIS,LSX,27-FEB-11 23:05:00,CST-6,27-FEB-11 23:06:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,0.91,200.0,,,,,0.77,SE,CENTAUR,1.53,ESE,CENTAUR,38.6214,-90.6909,38.6208,-90.6741,"A quasi-stationary frontal boundary was the main focusing mechanism for a round of significant severe weather over the forecast area.  A strong shortwave moved along the boundary triggering widespread showers and thunderstorms.  Numerous reports of large hail, damaging winds and 22 tornadoes occurred with this system.","The tornado touched down causing extensive tree damage in Babler State Park. Numerous trees were uprooted and snapped along portions of John Cochran Road and  Pine Road. The tornado continued east, crossing Babler Park Drive, where it hit a farmstead. A tin roof to a barn was partially removed and numerous trees were uprooted or snapped. The tornado lifted to the east of this farm. The damage was rated EF1, with a maximum width of 200 yards, and the track length was nine tenths of a mile.",CSV
201112,22,1732,201112,22,1734,59777,357598,GEORGIA,13,2011,December,Tornado,C,123,GILMER,FFC,22-DEC-11 17:32:00,EST-5,22-DEC-11 17:34:00,0,0,0,0,75.00K,0.00K,Emergency Manager,,,,,EF1,1.5,300.0,,,,,4.15,WNW,CARLISLE,3.2,WSW,ROUNDTOP,34.5748,-84.6465,34.5854,-84.6234,"A deep trough, quite characteristic of the early winter season of 2011-2012, was anchored across the southwest U.S. with broad southwest flow aloft evident from the southwest U.S. toward the mid-Atlantic.  A summer-like Bermuda high pressure area was anchored off the southeast U.S. coast.  A stationary front extended across the lower Mississippi valley toward the mid-Atlantic with a cold front approaching from the west of this region from Texas toward the Great lakes.  The air mass across the region in advance of the stationary front was extremely moist, warm, and unstable for mid-December.  As an embedded strong short wave traversed the region in the southwest flow aloft, a period of strong shear and marginal instability translated across the region during the late afternoon and early evening.  These synoptic features supported a strong to severe quasi-linear convective system, or squall line, which moved across the state from west to east during the late afternoon and evening.  The line of thunderstorms spawned a half-a-dozen tornadoes causing extensive damage across several counties from west central into northwest and north central Georgia.  As the line moved east past Atlanta, it weakened considerably and no further severe weather was observed across east Georgia.  The six tornadoes occurring on this date tied the record for the most tornadoes ever occurring during December within the Peachtree City, Georgia county warning area in December, namely six in 2005.","The Gilmer County Emergency Management Director reported and the Cherokee County Emergency Management Director discovered an area of damage in southwest Gilmer county.  The Cherokee County Emergency Management Director determined that the damage was the result of an EF1 tornado.  The tornado touched down approximately four miles southeast of Carters (in Murray county) in far southwest Gilmer county near Georgia Highway 136.  The tornado tracked on the ground, paralleling Georgia Highway 136, in an east-northeastward direction for only 1.5 miles before lifting near the intersection of Camp Branch Road and Georgia Highway 136.  The damage path was determined to be 300 yards wide with maximum winds estimated to be 90 mph.  The most significant damage resulting from the tornado was to the Shady Grove Church, which sustained minor damage from falling trees.  No other structures were damaged.  However, a total of at least 100 trees and six power poles were snapped or downed by the tornado.||[12/22/11:  Tornado #3, County #1-1, EF1, Gilmer, 2011:029].",CSV
201102,28,1300,201102,28,1305,47446,276461,TENNESSEE,47,2011,February,Tornado,C,115,MARION,MRX,28-FEB-11 13:00:00,CST-6,28-FEB-11 13:05:00,0,0,0,0,20.00K,0.00K,Emergency Manager,,,,,EF0,0.01,20.0,,,,,2.22,SSW,SOUTH PITTSBURG,2.18,SSW,SOUTH PITTSBURG,35.0003,-85.7147,35.0007,-85.7141,"A strong storm system moved through the area on February 28th, producing three tornadoes in southeast Tennessee and widespread flooding in east Tennessee. One person died.","A short lived tornado touched down near South Pittsburg, downing two trees and partially damaged a small roof. The maximum wind speed with the tornado was 70 mph.",CSV
201102,11,1415,201102,11,1415,47550,277086,HAWAII,15,2011,February,Tornado,C,9,MAUI,HFO,11-FEB-11 14:15:00,HST-10,11-FEB-11 14:15:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,,,EF0,0.01,10.0,,,,,0.2,NE,I KIHEI,0.2,NE,I KIHEI,20.7719,-156.4477,20.7719,-156.4477,"A cold front advancing from the west brought heavy rain, showers, thunderstorms, and a weak tornado over the western parts of the island chain, causing flash flooding in parts of Oahu and Maui.  There were no reports of serious injuries.  Any property damage costs were not available.",A funnel cloud briefly touched down near Kihei on the island of Maui.  Police officers reported no property damage or injuries.,CSV
201112,22,1705,201112,22,1707,59777,357514,GEORGIA,13,2011,December,Tornado,C,15,BARTOW,FFC,22-DEC-11 17:05:00,EST-5,22-DEC-11 17:07:00,0,0,0,0,150.00K,0.00K,NWS Storm Survey,,,,,EF0,1.33,440.0,FFC,GA,129.0,GORDON,3.49,WNW,ADAIRSVILLE,2.67,WNW,ADAIRSVILLE,34.38,-85.01,34.39,-84.99,"A deep trough, quite characteristic of the early winter season of 2011-2012, was anchored across the southwest U.S. with broad southwest flow aloft evident from the southwest U.S. toward the mid-Atlantic.  A summer-like Bermuda high pressure area was anchored off the southeast U.S. coast.  A stationary front extended across the lower Mississippi valley toward the mid-Atlantic with a cold front approaching from the west of this region from Texas toward the Great lakes.  The air mass across the region in advance of the stationary front was extremely moist, warm, and unstable for mid-December.  As an embedded strong short wave traversed the region in the southwest flow aloft, a period of strong shear and marginal instability translated across the region during the late afternoon and early evening.  These synoptic features supported a strong to severe quasi-linear convective system, or squall line, which moved across the state from west to east during the late afternoon and evening.  The line of thunderstorms spawned a half-a-dozen tornadoes causing extensive damage across several counties from west central into northwest and north central Georgia.  As the line moved east past Atlanta, it weakened considerably and no further severe weather was observed across east Georgia.  The six tornadoes occurring on this date tied the record for the most tornadoes ever occurring during December within the Peachtree City, Georgia county warning area in December, namely six in 2005.","A damage survey conducted by the National Weather Service Forecast Office in Peachtree City, Georgia confirmed that the EF0 tornado that touched down in extreme northeast Floyd county continued into extreme northwest Bartow county before continuing into Gordon county.  The tornado remained at EF0 intensity across extreme northwest Gordon county with a maximum path width of 440 yards.  Damage survey members observed and county emergency personnel reported that a number of trees were down along Oak Grove Road just north of Georgia Highway 140.  A few homes in this area also sustained minor to moderate damage from downed trees.||[12/22/11:  Tornado #2, County #2-3, EF3, Floyd-Bartow-Gordon, 2011:028].",CSV
201112,22,1707,201112,22,1718,59777,357515,GEORGIA,13,2011,December,Tornado,C,129,GORDON,FFC,22-DEC-11 17:07:00,EST-5,22-DEC-11 17:18:00,4,0,0,0,0.50M,0.00K,NWS Storm Survey,,,,,EF3,9.67,880.0,,,,,2.38,ESE,PLAINVILLE,1.84,WNW,BIG SPRING,34.39,-84.99,34.48,-84.86,"A deep trough, quite characteristic of the early winter season of 2011-2012, was anchored across the southwest U.S. with broad southwest flow aloft evident from the southwest U.S. toward the mid-Atlantic.  A summer-like Bermuda high pressure area was anchored off the southeast U.S. coast.  A stationary front extended across the lower Mississippi valley toward the mid-Atlantic with a cold front approaching from the west of this region from Texas toward the Great lakes.  The air mass across the region in advance of the stationary front was extremely moist, warm, and unstable for mid-December.  As an embedded strong short wave traversed the region in the southwest flow aloft, a period of strong shear and marginal instability translated across the region during the late afternoon and early evening.  These synoptic features supported a strong to severe quasi-linear convective system, or squall line, which moved across the state from west to east during the late afternoon and evening.  The line of thunderstorms spawned a half-a-dozen tornadoes causing extensive damage across several counties from west central into northwest and north central Georgia.  As the line moved east past Atlanta, it weakened considerably and no further severe weather was observed across east Georgia.  The six tornadoes occurring on this date tied the record for the most tornadoes ever occurring during December within the Peachtree City, Georgia county warning area in December, namely six in 2005.","A damage survey conducted by the National Weather Service Forecast Office in Peachtree City, Georgia confirmed that the EF0 tornado, that initially touched down in extreme northeast Floyd county and continued across extreme northwest Bartow county, continued into Gordon county.  The tornado entered Gordon county about 2.8 miles east-southeast of Plainville before continuing on a northeastward track into central Gordon county, lifting and dissipating on the east side of Calhoun.  The tornado strengthened to an EF1 almost immediately after entering Gordon county, then to an EF3 as it approached the south side of Calhoun.  At its maximum intensity and size the tornado was determined to be 880 yards or 1/2 mile wide and had maximum winds of 150 mph.  The tornado tracked at least 10 miles through Gordon county.  As the tornado entered Gordon county, several homes along Emily Lane were damaged from falling trees just east of Plainville.  As the tornado strengthened to an EF3 near the corner of Boone Ford Road and Beason Road just south of Calhoun, were several additional homes were damaged and one was completely destroyed.  Numerous trees and power lines were also down along the path of the tornado through Gordon county, including several blocking Interstate-75 near the Bartow county line.  Four injuries were also reported from the destroyed home.||[12/22/11:  Tornado #2, County #3-3, EF3, Floyd-Bartow-Gordon, 2011:028].",CSV
201102,24,1950,201102,24,1958,47808,278691,KENTUCKY,21,2011,February,Tornado,C,47,CHRISTIAN,PAH,24-FEB-11 19:50:00,CST-6,24-FEB-11 19:58:00,0,0,0,0,600.00K,0.00K,NWS Storm Survey,,,,,EF2,5.68,300.0,,,,,2.5,NE,GRACEY,1.33,S,PLEASANT GREEN HILL,36.8956,-87.618,36.9109,-87.5171,"A powerful mid-level shortwave trough ejected east-northeast across the southern Plains, reaching the lower and mid Mississippi Valley during the night. In the lower levels, a low intensified as it tracked from Oklahoma into southern Missouri during the day, then across the Lower Ohio Valley in the evening. To the east of the low, a warm front advanced northward to the Lower Ohio Valley. Storms moving east-northeast evolved into an extensive QLCS (quasi-linear convective system) that produced scattered wind damage and a few tornadoes. Preceding the QLCS, widespread heavy rain accompanied the warm front.","Several barns were levelled, and several grain bins were destroyed. A grain bin was carried over two-thirds of a mile. One of the destroyed barns was 20 by 150 feet. There were some homes with primarily roof damage or loss of shingles. Windows were blown out. Dozens of trees were uprooted or snapped. At least ten power poles were snapped, and debris and electrical lines were across roads. State Route 91 was closed for an extended period of time. The tornado lifted as it crossed Highway 109 just a couple of miles northwest of Hopkinsville. Peak winds were estimated near 115 mph. The average path width was 225 yards.",CSV
201111,16,1855,201111,16,1858,59072,353718,VIRGINIA,51,2011,November,Tornado,C,143,PITTSYLVANIA,RNK,16-NOV-11 18:55:00,EST-5,16-NOV-11 18:58:00,0,0,0,0,500.00K,0.00K,NWS Storm Survey,,,,,EF1,2.59,125.0,,,,,1.53,WNW,WHITEOAK,0.62,WNW,CHESTNUT LEVEL,36.725,-79.427,36.732,-79.381,A strong upper level storm system over the Tennessee Valley tracked across the southern Appalachians helping to pull a cold front across the area during the afternoon. A line of storms developed along the front over the mountains and the line strengthened during the evening as it moved into somewhat more unstable air over the piedmont. Wind shear was sufficient to provide some organization to the embedded storm elements and a brief EF1 tornado was confirmed by an NWS storm survey team north of Danville.,"The tornado, rated an EF1, tracked east-northeast touching down intermittently from White Oak Mountain Road to the intersection of U.S. Highway 29 and Toy Lane. Numerous trees were snapped or uprooted along the path. Winds estimated near 100 mph ripped three large ventilator systems off the roof of Unique Industries and two tractor trailers were overturned. Several trees were blown down and some water tanks tossed about on Carter Lodge Road. Minor roof damage to a house was reported just across U.S. Highway 29 after which time the tornado lifted or dissipated.",CSV
201104,27,745,201104,27,748,49915,351615,TENNESSEE,47,2011,April,Tornado,C,11,BRADLEY,MRX,27-APR-11 07:45:00,EST-5,27-APR-11 07:48:00,1,0,0,0,125.00K,0.00K,NWS Storm Survey,,,,,EF2,2.0,150.0,,,,,3.72,WSW,ETOLA,1.22,WSW,ETOLA,35.2975,-84.96,35.316,-84.921,Favorable atmospheric conditions resulted in a deadly tornado outbreak across east Tennessee on the 27th.  The thunderstorms produced more than 50 tornadoes across the east Tennessee area with 32 deaths and more than 200 injured.  The tornadoes produced from light to heavy damage to hundreds of homes and businesses.  Hail as large as baseballs was also reported.,The 5W Cleveland Tornado.  A NWS storm survey reported an EF2 tornado developed west of Cleveland.  It had a path width of 150 yards and a path length of 2 miles.  The max wind 120 mph destroyed 3 mobile homes and other structures were damaged.  One person was injured.,CSV
